positionName,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate,min_salary,max_salary
数据科学家 - 数据分析,"ETL, MySQL, 数据分析, 数据处理",3-5年,"硅谷独角兽,独角兽,纯英文办公",硕士,全职,"ETL, MySQL, 数据分析, 数据处理",北京,安彼迎信息科技（北京）有限公司,Airbnb,"带薪年假, 高端医疗保险, 硅谷独角兽, 股票期权",2000人以上,朝阳区,D轮及以上,移动互联网,开发|测试|运维类,数据开发,数据分析,39.919635,116.44883100000001,1,62,30,50
数据分析师,"互联网金融, 银行",3-5年,工作独立创新、薪酬待遇优厚可谈,本科,全职,,北京,中信百信银行股份有限公司,百信银行,"扁平管理, 管理规范, 岗位晋升",150-500人,朝阳区,不需要融资,金融,产品|需求|项目类,数据分析,数据分析,39.980622,116.406236,0,0,20,30
数据分析师,"广告营销, 大数据, 商业, 数据分析, SPSS",1-3年,"颜值高,氛围好,周末双休",本科,全职,"商业, 数据分析, SPSS",北京,广州数说故事信息科技有限公司,DataStory,"颜值高, 双休日, 高大上团建, 带薪假",150-500人,朝阳区,B轮,数据服务,产品|需求|项目类,数据分析,数据分析,39.912116999999995,116.48143600000002,2,100,12,20
数据分析专家,"可视化, BI, 商业, 数据分析",5-10年,成长空间大，五险一金,本科,全职,"可视化, BI, 商业, 数据分析",北京,玖富数科科技集团有限责任公司,玖富数科集团,"绩效奖金, 免费班车, 五险一金, 部门旅游",2000人以上,朝阳区,D轮及以上,金融,产品|需求|项目类,数据分析,商业,40.021212,116.468122,1,44,20,40
数据分析师,数据分析,3-5年,"弹性工作,领导好,市场前景好",本科,全职,数据分析,北京,北京千橡网景科技发展有限公司,人人公司,"五险一金, 通讯津贴, 带薪年假, 绩效奖金",2000人以上,朝阳区,上市公司,"社交,金融",产品|需求|项目类,数据分析,数据分析,39.976296999999995,116.49698899999999,1,17,15,25
数据分析师(J10177),"风控, 分析师",1-3年,六险一金；节日福利；年终奖,本科,全职,"风控, 分析师",北京,包头市包银消费金融股份有限公司,包银消费金融,"年底双薪, 年终分红, 定期体检, 节日礼物",150-500人,朝阳区,不需要融资,金融,金融类,互联网金融,分析师,39.986888,116.42524499999999,1,94,10,20
数据分析师,"大数据, 金融, SQL, 数据分析",1-3年,弹性工作，不打卡，领导nice，补充医疗,本科,全职,"SQL, 数据分析",北京,天创信用服务有限公司,天创信用,"年底双薪, 带薪年假, 岗位晋升, 扁平管理",150-500人,朝阳区,B轮,"移动互联网,金融",产品|需求|项目类,数据分析,数据分析,39.889881,116.46315200000001,1,16,10,20
数据分析师,"电商, 旅游, BI",1-3年,带薪休假，年底多薪，定期体检，公司环境佳,本科,全职,BI,北京,北京纯粹旅行有限公司,皇包车,"带薪年假, 绩效奖金, 岗位晋升, 年度旅游",150-500人,朝阳区,C轮,"移动互联网,旅游",产品|需求|项目类,数据分析,数据分析,39.900794,116.47339699999999,1,100,12,22
数据分析师（业务支持）,数据分析,1-3年,大平台 成长快,本科,全职,,北京,北京三快在线科技有限公司,美团点评,"技能培训, 绩效奖金, 岗位晋升, 领导好",2000人以上,朝阳区,上市公司,消费生活,产品|需求|项目类,数据分析,数据分析,40.008441999999995,116.48738300000001,3,100,10,15
数据分析师（北京）,数据分析,1-3年,"五险一金 ,扁平管理,周末双休,专业培训",本科,全职,数据分析,北京,贵阳高登世德金融科技有限公司,高登世德金融科技,"技能培训, 带薪年假, 岗位晋升, 扁平管理",50-150人,朝阳区,A轮,"金融,数据服务",产品|需求|项目类,数据分析,数据分析,39.991968,116.47244599999999,0,0,8,15
数据分析,"数据运营, 增长黑客",1-3年,"氛围MAX,领导是大牛,免费零食,后花园",本科,全职,"数据分析, 数据运营, 增长黑客",北京,洛客科技有限公司,洛客科技,"年底双薪, 股票期权, 带薪年假, 交通补助",150-500人,朝阳区,不需要融资,移动互联网,产品|需求|项目类,数据分析,数据分析,40.020843,116.465972,2,54,8,12
数据分析师-增长方向,"数据分析, SQL",3-5年,发展空间大,本科,全职,"数据分析, SQL",北京,厦门美柚信息科技有限公司,美柚,"绩效奖金, 股票期权, 年底双薪, 专项奖金",500-2000人,朝阳区,D轮及以上,移动互联网,产品|需求|项目类,数据分析,数据分析,39.995197,116.466485,3,100,15,30
数据分析,"电商, SQL",1-3年,六险一金，16薪，扁平化管理,本科,全职,"SQL, 数据分析",北京,北京每日优鲜电子商务有限公司,每日优鲜,"六险一金, 股票期权, 快速晋升, 年度体检",2000人以上,朝阳区,D轮及以上,"移动互联网,电商",产品|需求|项目类,数据分析,数据分析,40.021695,116.468554,0,0,15,30
数据分析师（互金行业背景）,"互联网金融, 借贷, 数据分析, 数据运营",3-5年,钱途机会，免费晚餐，试用期全薪，花样福利,大专,全职,"数据分析, 数据运营",北京,北京十月逸栈科技有限公司,生日管家,"年底双薪, 带薪年假, 美食无限供应, 扁平管理",150-500人,朝阳区,B轮,"移动互联网,电商",产品|需求|项目类,数据分析,业务运营,39.975432,116.499982,1,100,15,30
数据分析师,"视频, 直播, 数据分析",3-5年,"环境好,团队和谐,同时融洽,晋升空间大",本科,全职,数据分析,北京,北京春雨听雷网络科技有限公司,papitube,"年底双薪, 绩效奖金, 带薪年假, 五险一金",50-150人,朝阳区,A轮,"文娱丨内容,移动互联网",产品|需求|项目类,数据分析,数据分析,39.948574,116.60114399999999,0,0,15,20
数据分析工程师,"大数据, 金融, 数据挖掘, 数据分析",1-3年,"大牛如云,技术氛围,大佬领投,待遇给力",本科,全职,"数据挖掘, 数据分析",北京,北京数美时代科技有限公司,数美,"年底双薪, 大数据, 带薪年假, 通讯津贴",150-500人,朝阳区,B轮,"企业服务,数据服务",开发|测试|运维类,数据开发,数据分析,40.021083000000004,116.465953,1,100,20,40
数据分析师,旅游,不限,六险一金，定期体检，公司环境佳,不限,全职,,北京,北京纯粹旅行有限公司,皇包车,"带薪年假, 绩效奖金, 岗位晋升, 年度旅游",150-500人,朝阳区,C轮,"移动互联网,旅游",开发|测试|运维类,数据开发,数据分析,39.901077,116.475035,1,100,10,20
数据分析师,"游戏, 数据分析, 数据运营",不限,优秀项目 优秀团队,本科,全职,"数据分析, 数据运营",北京,完美世界（北京）软件科技发展有限公司,完美世界,"绩效奖金, 五险一金, 带薪年假, 年度旅游",2000人以上,朝阳区,上市公司,"移动互联网,游戏",产品|需求|项目类,数据分析,数据分析,39.99893,116.38818,0,0,10,15
数据分析经理（用户）,数据分析,5-10年,"平台大,氛围轻松,弹性工作",本科,全职,数据分析,北京,北京大米未来科技有限公司,VIPKID,"绩效奖金, 股票期权, 五险一金, 带薪年假",2000人以上,朝阳区,D轮及以上,教育,产品|需求|项目类,数据分析,数据分析,39.93805,116.51695900000001,0,0,15,30
数据分析师 (MJ000043),"数据分析, 数据处理",1-3年,牛人多，氛围好，福利好,本科,全职,"数据分析, 数据处理",北京,北京积沙成塔科技有限公司,小帮规划,"年底双薪, 五险一金, 午餐补助, 交通补助",150-500人,朝阳区,B轮,"移动互联网,金融",开发|测试|运维类,数据开发,数据分析,39.999056,116.48888500000001,2,48,15,25
数据分析（贷前 贷中）,"数据运营, 数据分析",3-5年,下午茶 活跃工作气氛 帅哥美女如云,本科,全职,"数据运营, 数据分析",北京,和信丰泽投资担保（北京）有限公司,和信集团,,2000人以上,朝阳区,不需要融资,金融,产品|需求|项目类,数据分析,数据分析,39.907759999999996,116.470703,0,0,12,17
数据分析专员,数据分析,1-3年,"带薪年假,地铁周边,五险一金",本科,全职,数据分析,北京,北京百乘金科科技有限公司,百乘金科集团,"带薪年假, 午餐补助, 扁平管理, 技能培训",2000人以上,朝阳区,上市公司,金融,产品|需求|项目类,数据分析,数据分析,39.999053,116.387716,1,100,8,10
数据分析师,数据分析,3-5年,发展空间大,本科,全职,数据分析,北京,北京三快在线科技有限公司,美团点评,"技能培训, 绩效奖金, 岗位晋升, 领导好",2000人以上,朝阳区,上市公司,消费生活,产品|需求|项目类,数据分析,数据分析,40.008142,116.486622,3,100,15,30
数据分析师-BI,"本地生活, 移动互联网, BI, 数据分析, 数据运营",3-5年,五险一金、补充医疗、高额餐补、高额奖金,本科,全职,"BI, 数据分析, 数据运营",北京,北京亿心宜行汽车技术开发服务有限公司,e代驾,"技能培训, 年底双薪, 绩效奖金, 岗位晋升",500-2000人,朝阳区,D轮及以上,"移动互联网,消费生活",产品|需求|项目类,数据分析,数据分析,40.013024,116.46959299999999,0,0,10,20
初级数据分析师,"教育, BI, SQL",1-3年,带薪病假 不打卡 提供三餐,本科,全职,"BI, SQL",北京,光合新知（北京）科技有限公司,洋葱数学,"产品领先行业, 关注学习本源, 明星跨界团队, 股票期权",500-2000人,朝阳区,D轮及以上,教育,产品|需求|项目类,数据分析,数据分析,39.991999,116.50013899999999,1,94,7,13
数据分析师,"数据分析, SQL",5-10年,"发展空间,绩效奖金,福利完善,简单开放",本科,全职,"数据分析, SQL",北京,上海欧拉网络技术有限公司,欧拉网络,"节日礼物, 带薪年假, 绩效奖金, 扁平管理",50-150人,朝阳区,C轮,移动互联网,产品|需求|项目类,数据分析,数据分析,39.982669,116.4901,0,0,20,40
数据分析师,"医疗健康, 大数据, 数据分析, BI",3-5年,互联网医疗；发展前景好；医疗大数据；,本科,全职,"数据分析, BI",北京,北京欧应信息技术有限公司,唯医网,"带薪年假, 垂直社区, 绩效奖金, 扁平管理",150-500人,朝阳区,B轮,医疗健康,产品|需求|项目类,数据分析,数据分析,39.914312,116.45231899999999,1,100,15,25
高级数据分析师,"大数据, 金融, BI, 数据分析",5-10年,"金融互联网,发展空间,合作团队,大牛多",本科,全职,"BI, 数据分析",北京,中信百信银行股份有限公司,百信银行,"扁平管理, 管理规范, 岗位晋升",150-500人,朝阳区,不需要融资,金融,产品|需求|项目类,数据分析,数据分析,39.977925,116.406084,0,0,30,50
数据分析工程师,"借贷, 数据分析, 数据处理",3-5年,"优秀团队,大量级项目",不限,全职,"数据分析, 数据处理",北京,上海淇毓信息科技有限公司,奇虎360金融,"年底双薪, 股票期权, 带薪年假, 定期体检",500-2000人,朝阳区,上市公司,金融,开发|测试|运维类,数据开发,数据分析,39.982794,116.490707,0,0,20,40
数据分析师,"互联网金融, 理财, BI, 数据分析, 数据库",1-3年,平台大、六险一金、老板好,本科,全职,"BI, 数据分析, 数据库",北京,普信恒业科技发展（北京）有限公司,宜信,"管理规范, 技能培训, 扁平管理, 弹性工作",2000人以上,朝阳区,上市公司,金融,产品|需求|项目类,数据分析,数据分析,39.907088,116.47639,0,0,15,25
数据分析工程师,数据分析,3-5年,大牛云集、季度奖金、弹性上班、班车,本科,全职,数据分析,北京,北京千橡网景科技发展有限公司,人人公司,"五险一金, 通讯津贴, 带薪年假, 绩效奖金",2000人以上,朝阳区,上市公司,"社交,金融",产品|需求|项目类,数据分析,数据分析,39.976296999999995,116.49698899999999,1,8,15,25
数据分析专家,数据分析,5-10年,"5亿用户,六险一金",本科,全职,数据分析,北京,北京墨迹风云科技股份有限公司,墨迹天气,"六险一金, 绩效奖金, 带薪年假, 年底双薪",150-500人,朝阳区,不需要融资,工具,开发|测试|运维类,数据开发,数据分析,39.972970000000004,116.490693,2,41,25,35
数据分析经理,"大数据, 数据分析",3-5年,"周末双休,五险一金,下午茶,活动多",本科,全职,数据分析,北京,广州数说故事信息科技有限公司,DataStory,"颜值高, 双休日, 高大上团建, 带薪假",150-500人,朝阳区,B轮,数据服务,开发|测试|运维类,数据开发,数据分析,39.913056,116.459432,2,100,15,20
资深数据分析师,"数据分析, Hive, 数据处理, 数据挖掘",3-5年,绩效奖金 年底多薪 弹性工时,本科,全职,"数据分析, Hive, 数据处理, 数据挖掘",北京,北京区块节点科技有限公司,区块节点,,50-150人,朝阳区,不需要融资,移动互联网,开发|测试|运维类,数据开发,数据分析,40.013008,116.469948,1,70,20,40
数据分析师（智能出行方向）,"大数据, 数据挖掘, 数据分析",1-3年,"数据监测,数据分析",本科,全职,"数据挖掘, 数据分析",北京,拼途（北京）信息技术有限公司,嘀嗒出行,"绩效奖金, 年底双薪, 交通补助, 管理规范",150-500人,朝阳区,D轮及以上,汽车丨出行,开发|测试|运维类,数据开发,数据分析,40.019247,116.473119,2,100,15,25
数据分析（业务策略）,数据分析,3-5年,平台大,本科,全职,数据分析,北京,北京三快在线科技有限公司,美团点评,"技能培训, 绩效奖金, 岗位晋升, 领导好",2000人以上,朝阳区,上市公司,消费生活,开发|测试|运维类,数据开发,数据分析,40.007399,116.48891,2,90,20,30
数据分析师（风控方向）,"大数据, 数据挖掘, 数据分析",1-3年,"风控业务,数据分析",本科,全职,"数据挖掘, 数据分析",北京,拼途（北京）信息技术有限公司,嘀嗒出行,"绩效奖金, 年底双薪, 交通补助, 管理规范",150-500人,朝阳区,D轮及以上,汽车丨出行,开发|测试|运维类,数据开发,数据分析,40.019247,116.473119,2,100,15,25
